time,voltage
1573662341.7212863,3.3717081
1573662343.086715,3.3716319
1573662344.454172,3.3715594
1573662345.8199692,3.3714819
1573662347.184991,3.3714056
1573662348.5501602,3.3713331
1573662349.9155598,3.3712544
1573662351.2834318,3.3711769
1573662352.6487744,3.3711119
1573662354.013945,3.3710419
1573662355.3791132,3.3709731
1573662356.7442865,3.3708969
1573662358.1145267,3.3708181
1573662359.4796958,3.3707393
1573662360.844873,3.3706756
1573662362.2100382,3.3706006
1573662363.575229,3.3705256
1573662364.9404001,3.3704543
1573662366.3055701,3.3703893
1573662367.67174,3.3703268
1573662369.0371478,3.3702406
1573662370.402321,3.3701806
1573662371.7684906,3.3701031
1573662373.1336603,3.3700268
1573662374.4988308,3.3699543
1573662375.865002,3.3698781
1573662377.2301722,3.3698156
1573662378.5953426,3.3697481
1573662379.960511,3.3696681
1573662381.3256822,3.3695956
1573662382.6908526,3.3695243
1573662384.0560217,3.3694393
1573662385.4211938,3.3693643
1573662386.7863636,3.3693093
1573662388.1515362,3.3692306
1573662389.5167074,3.3691568
1573662390.8818772,3.3690818
1573662392.247046,3.3690056
1573662393.612219,3.3689343
1573662394.9803865,3.3688655
1573662396.345558,3.3687893
1573662397.7117271,3.3687168
1573662399.0768979,3.3686593
1573662400.442069,3.3685693
1573662401.807239,3.3684955
1573662403.1724102,3.3684293
1573662404.5386798,3.3683518
1573662405.9075184,3.3682843
1573662407.275153,3.3682205
1573662408.6432567,3.3681405
1573662410.0099726,3.3680668
1573662411.37556,3.367993
1573662412.7408242,3.367918
1573662414.1060338,3.3678443
1573662415.4714556,3.3677793
1573662416.8372104,3.3677043
1573662418.2046278,3.3676343
1573662419.5698018,3.3675568
1573662420.9368057,3.3674918
1573662422.3038867,3.3674143
1573662423.6714702,3.3673468
1573662425.0366404,3.3672793
1573662426.4018111,3.367203
1573662427.7668605,3.367128
1573662429.1352694,3.3670555
1573662430.5023434,3.366983
1573662431.8675148,3.3668967
1573662433.2326815,3.366823
1573662434.5998108,3.3667517
1573662435.9670784,3.366683
1573662437.3322463,3.3666205
1573662438.6976616,3.366533
1573662440.0628307,3.366468
1573662441.428436,3.3663855
1573662442.7951868,3.3663205
1573662444.1609225,3.3662305
1573662445.525983,3.3661705
1573662446.8931608,3.3660842
1573662448.2594457,3.3660117
1573662449.6246145,3.3659417
1573662450.989628,3.3658567
1573662452.3568685,3.3657917
1573662453.7252927,3.3657205
1573662455.090852,3.3656492
1573662456.4577448,3.365573
1573662457.8255203,3.3654917
1573662459.192429,3.365423
1573662460.5603752,3.3653505
1573662461.9275904,3.3652817
